Street 1,Street 2,Latitude,Longitude,Normalized Bike Accidents
Gerrard St E,Sackville St,43.662597,-79.364003,0.0088978186
Dufferin St,Overbrook Pl,43.76107,-79.46516,0.0088888889
North Queen St,Nova Rd,43.616051492,-79.557155618,0.0088888889
Bloor St W,Christie St,43.6634604,-79.418837,0.0088872199
Danforth Ave,Carlaw Ave,43.6784175,-79.347315,0.0088824289
Martin Grove Rd,Dewitt Rd,43.66918,-79.56074,0.0088709677
Weston Rd,Finch Ave W,43.7521,-79.54242,0.0088520055
Bathurst St,Fort York Blvd,43.63887,-79.40062,0.0088424437
Richmond St W,Duncan St,43.6495146,-79.389134,0.008832657
Don Mills Rd,Au Large Blvd,43.79648,-79.35519,0.0088315217
Kipling Ave,Horner Ave,43.60722,-79.52074,0.0088282504
Kipling Ave,Longfield Rd,43.6736,-79.5493,0.0088255261
Islington Ave,Central Park Rdwy,43.6484,-79.52505,0.0088148874
Bathurst St,Burton Rd,43.6919174,-79.421873,0.0087837838
Brimley Rd,Wenlock Gt,43.82132,-79.28433,0.0087664371
Spadina Rd,Bernard Ave,43.67219,-79.40602,0.0087557604
Lake Shore Blvd W,Thirteenth St,43.59935,-79.51186,0.0087544767
Bathurst St,Nassau St,43.654296,-79.406841,0.0087521174
Bremner Blvd,Navy Wharf Crt,43.64077,-79.39158,0.0087483176
Dundas St W,Denison Ave,43.65204,-79.40227,0.008744186
Weston Rd,Ormont Dr,43.7648578,-79.545346,0.0087440382
Finch Ave W,Virgilwood Dr,43.77289,-79.44822,0.0087336245
Dufferin St,Ascot Ave,43.68016,-79.44393,0.0087313816
Queen St E,Elmer Ave,43.6693,-79.3035,0.0087241003
Queens Quay W,York St,43.640323321,-79.379278874,0.008722198
Dixon Rd,Kipling Ave,43.6943,-79.55865,0.0087219054
Steeles Ave W,Keele St,43.781523,-79.494495,0.0087057458
Spadina Ave,Queen St W,43.6487315,-79.396364,0.0087053
Pharmacy Ave,Beverly Glen Blvd,43.80182,-79.32967,0.0087010566
Dixon Rd,Attwell Dr,43.68796,-79.58681,0.0086956522
Yonge St,Steeles Ave W,43.798049,-79.420064,0.0086796423
Steeles Ave W,Peter Kaiser Gt,43.77435,-79.52683,0.0086782377
Warden Ave,Bridletowne Crcl,43.801499443,-79.318739623,0.0086757991
Rogers Rd,Keele St,43.6821633,-79.471576,0.0086744375
Sheppard Ave W,Arleta Ave,43.74157,-79.50149,0.0086720867
St Clair Ave E,Jeanette St,43.719581766,-79.247289106,0.0086705202
Sheppard Ave E,Settlers Rd,43.7747,-79.32669,0.0086673889
Avenue Rd,Yorkville Ave,43.67048,-79.39478,0.0086651537
Neilson Rd,Crow Trl,43.81224,-79.2257,0.0086477987
Coxwell Ave,Hanson St,43.67984,-79.32213,0.0086318515
Bathurst St,Finch Ave W,43.7738567,-79.442978,0.0086222382
Bloor St W,The East Mall,43.63695,-79.5567,0.0086206897
Pharmacy Ave,Dewey Dr,43.755022,-79.309359,0.0086149768
Mount Pleasant Rd,Manor Rd E,43.7043099,-79.388524,0.0086071987
Wilson Heights Blvd,Reiner Rd,43.74872,-79.45488,0.0086071987
Yonge St,Cummer Ave,43.7870804,-79.417327,0.0086026505
Islington Ave,The Westway,43.68864,-79.54286,0.0086009174
Ellesmere Rd,Dolly Varden Blvd,43.77576,-79.23498,0.008583691
Kipling Ave,John Garland Blvd,43.73555,-79.57829,0.0085784314
Eglinton Ave E,Beachell St,43.74253,-79.2221,0.0085775554
Bloor St W,Markland Dr,43.62931,-79.5798,0.0085775554
Leslie St,Mosley St,43.66014,-79.32885,0.0085642317
Steeles Ave E,Warden Ave,43.81968,-79.32442,0.0085557837
Birchmount Rd,L Amoreaux Dr,43.80067,-79.30705,0.0085518814
Sheppard Ave E,Aragon Ave,43.7796,-79.30439,0.0085333333
Steeles Ave E,Markham Rd,43.83663,-79.25116,0.0085251492
Black Creek Dr,Photography Dr,43.68598,-79.48171,0.0085146641
Markham Rd,Tuxedo Crt,43.77956,-79.23296,0.0085130533
Queens Quay W,Rees St,43.638797516,-79.386772414,0.0085087326
Lawrence Ave E,Marcos Blvd,43.75275,-79.25919,0.0085054678
Danforth Ave,Gledhill Ave,43.6866856,-79.308555,0.0085020243
Dundas St W,Poplar Ave,43.63613,-79.54011,0.0084997875
Steeles Ave E,Victoria Park Ave,43.81572,-79.34135,0.0084951456
Lake Shore Blvd W,Mimico Ave,43.613712,-79.489287,0.0084902178
Eglinton Ave E,Forman Ave,43.7092057,-79.386196,0.0084899939
Jane St,Shoreham Dr,43.76884,-79.52039,0.0084895649
Steeles Ave E,Pharmacy Ave,43.81687,-79.33654,0.0084745763
Dufferin St,Playfair Ave,43.71071,-79.45401,0.0084661355
Lawrence Ave E,Greencrest Crct,43.76033,-79.22297,0.0084546736
King St W,Jameson Ave,43.63718,-79.43602,0.0084477297
Finch Ave W,Keele St,43.7634806,-79.490976,0.0084378563
Avenue Rd,St Clements Ave,43.710333,-79.411119,0.0084343701
Lawrence Ave W,Brucewood Cres,43.71852,-79.43295,0.0084185207
Victoria Park Ave,Arncliffe Cres,43.73188,-79.30559,0.0084151473
Highway 27 N,Humber College Blvd,43.73042,-79.60149,0.0084145261
Bathurst St,Wilson Ave,43.7373609,-79.434006,0.0084134615
Bathurst St,Ava Rd,43.697267954,-79.424048513,0.0084033613
Kennedy Rd,Huntingwood Dr,43.79517,-79.29343,0.0083759888
Front St E,Princess St,43.6506527,-79.366682,0.0083652841
Jane St,Stong Crt,43.76192,-79.51881,0.0083626761
Don Mills Rd E,Deerford Rd,43.78543,-79.35078,0.0083547558
Markham Rd,Passmore Ave,43.83059,-79.25065,0.0083449235
Dufferin St,Sylvan Ave,43.6552105,-79.433568,0.008336807
Kingston Rd,Scarborough Rd,43.68056,-79.28705,0.0083298626
Midland Ave,Prudential Dr,43.7497,-79.26445,0.0083279949
Dundas St W,Montrose Ave,43.6503,-79.41595,0.0083251714
Don Mills Rd,Van Horne Ave,43.7873456,-79.353004,0.0083187391
Bellamy Rd N,Nelson St,43.74654,-79.23107,0.0083102493
Dufferin St,York University Busway,43.7719,-79.46766,0.008302583
Danforth Rd,Winter Ave,43.72925,-79.25182,0.0082987552
Don Mills Rd,Havenbrook Blvd,43.76959,-79.3465,0.0082987552
Yonge St,Avondale Ave,43.75819,-79.41013,0.0082987552
Yonge St,Heath St W,43.690086528,-79.394876808,0.008295477
Bayview Ave,Millwood Rd,43.7042575,-79.374587,0.0082938389
Victoria Park Ave,Musgrave St,43.68795,-79.28697,0.008291874
Brimley Rd,Eagledance Dr,43.824975,-79.28602,0.0082827167
Sheppard Ave E,Bayview Ave,43.7666244,-79.388044,0.0082754055
Lake Shore Blvd W,Kipling Ave,43.5981581,-79.516936,0.0082675686
St Clair Ave W,Laughton Ave,43.67476,-79.45767,0.0082587749
Neilson Rd,Sheppard Ave E,43.79816,-79.21765,0.0082572794
Birchmount Rd,Sanwood Blvd,43.81622,-79.31452,0.0082449941
Sheppard Ave E,Buchan Crt,43.77259,-79.35865,0.0082382763
St Clair Ave E,Brimley Rd,43.72087,-79.24142,0.0082278481
Keele St,Flamborough Dr,43.70293,-79.47673,0.0082256169
Albion Rd,Armel Crt,43.72135,-79.54575,0.0082089552
Sheppard Ave E,Idagrove Gt,43.80734,-79.17552,0.008190618
Sheppard Ave W,Wilmington Ave,43.75271,-79.4519,0.0081883316
Royal York Rd,Edenbridge Dr,43.67012,-79.52136,0.0081833061
Steeles Ave W,Bathurst St,43.79245,-79.445714,0.0081824944
Steeles Ave W,Kipling Ave,43.75963,-79.5899,0.0081799591
Bloor St W,Shaver Ave N,43.63904,-79.54776,0.0081709617
Bathurst St,Glencairn Ave,43.7123271,-79.428131,0.0081447964
Church St,Isabella St,43.66835,-79.38203,0.008115942
Jane St,Harding Ave,43.69957,-79.50287,0.0081148564
Warden Ave,Civic Rd,43.72514,-79.2865,0.0081135903
Church St,Gerrard St E,43.659858,-79.378522,0.0081117621
Consumers Rd,Yorkland Blvd,43.77051,-79.3309,0.0081061164
Caledonia Rd,Raitherm Rd,43.70193,-79.46434,0.0081061164
Weston Rd,Bradstock Rd,43.7389792,-79.5394628,0.0080906149
Morningside Ave,Tefft Rd,43.77272,-79.18781,0.0080862534
Dundas St W,Burnhamthorpe Rd,43.6488,-79.52873,0.0080862534
Lake Shore Blvd W,Islington Ave,43.60083,-79.50525,0.008083442
Dufferin St,Orfus Rd,43.720449,-79.456104,0.0080721747
Bloor St W,The West Mall,43.63564,-79.5623,0.0080521472
King St W,Dufferin St,43.63897,-79.42736,0.0080512652
Finch Ave W,Woodbine Downs Blvd,43.73376,-79.60673,0.0080116533
Finch Ave W,Elana Dr,43.75677,-79.5207,0.008010118
Mount Pleasant Rd,Belsize Dr,43.70249,-79.38778,0.008
Brimley Rd,Triton Rd,43.77344,-79.26241,0.0079928952
Kennedy Rd,Sheppard Ave E,43.7833,-79.28824,0.007992008
Eglinton Ave E,Dvp S Eglinton Ramp,43.72265,-79.33202,0.0079883805
Annette St,Clendenan Ave,43.66225,-79.47222,0.0079787234
Scarborough Golf Club Rd,Par Ave,43.764261409,-79.216641447,0.0079754601
Parliament St,Mill St,43.650213,-79.362155,0.0079754601
Corporate Dr,Lee Centre Dr,43.78059,-79.24702,0.0079628401
Bayview Ave,Fife Rd,43.7548163,-79.385527,0.0079537238
Islington Ave,Finch Ave W,43.74625,-79.5686,0.0079365079
Avenue Rd,Eglinton Ave W,43.7046104,-79.408474,0.0079323109
Bellamy Rd N,Brimorton Dr,43.76746,-79.23914,0.0079268293
Lawrence Ave E,Greenbrae Crct,43.75876,-79.23043,0.0079230334
Avenue Rd,Melrose Ave,43.72989,-79.41867,0.0079207921
King St E,Parliament St,43.6527207,-79.363216,0.0079176564
Lawrence Ave E,Midland Ave,43.75157,-79.26503,0.0079109288
Dundas St W,Shaver Ave S,43.63215,-79.54477,0.0079067832
Don Mills Rd W,Goodview Rd,43.78227,-79.35224,0.007896626
Bathurst St,Lawrence Ave W,43.71929,-79.42976,0.007895536
Sheppard Ave E,Doris Ave,43.76217,-79.40825,0.0078764965
King St W,Niagara St,43.64292,-79.40767,0.007868705
Steeles Ave E,Brimley Rd,43.8283,-79.28718,0.0078607524
Markham Rd,Blakemanor Blvd,43.75104,-79.22224,0.0078502415
O Connor Dr,Glenwood Cres,43.70273,-79.31568,0.0078482668
Midland Ave,Lockie Ave,43.788943,-79.280036,0.0078455039
Kingston Rd,Beech Ave,43.6802604,-79.2907,0.0078413284
King St E,Berkeley St,43.65214,-79.3644,0.0078341014
Queen St W,Augusta Ave,43.64806,-79.39966,0.0078269532
Steeles Ave W,Weston Rd,43.77032,-79.54659,0.0078239609
Weston Rd,Jane St,43.69132,-79.50088,0.0078204692
Brimley Rd,Sheppard Ave E,43.7876,-79.2683,0.007814535
Finch Ave E,Brimley Rd,43.80572,-79.27736,0.0078092889
Bathurst St,Caribou Rd,43.717574847,-79.429611429,0.0078037904
Mccowan Rd,Alton Towers Crcl,43.82508,-79.27514,0.0077922078
Jarvis St,Wellesley St E,43.6662894,-79.378325,0.007788162
Davenport Rd,Spadina Rd,43.67743,-79.40811,0.0077767612
Eglinton Ave W,Eden Valley Dr,43.68111,-79.53289,0.0077683616
Consilium Pl,Corporate Dr,43.77978,-79.25125,0.0077639752
Spadina Ave,College St,43.6579399,-79.400059,0.0077475964
Sheppard Ave E,Birchmount Rd,43.78109,-79.2981,0.0077351485
Humber College Blvd,Windwood Dr,43.73006,-79.60493,0.0077247191
Warden Ave,Bamburgh Crcl,43.81619,-79.324548,0.0077237619
Finch Ave W,Driftwood Ave,43.75808,-79.51339,0.0077207116
Eglinton Ave E,Hoyle Ave,43.71058,-79.37965,0.0077192982
Wynford Dr,St Dennis Dr,43.723682,-79.324728,0.0077054795
Wilson Ave,Dallner Rd,43.720309989,-79.511599645,0.0076923077
Military Trl,Morningside Ave,43.78781,-79.19063,0.0076863951
Dufferin St,Lawrence Ave W,43.71407,-79.4547,0.0076824584
Pape Ave,Floyd Ave,43.68755,-79.34809,0.007681229
Wilson Ave,Yonge Blvd,43.74132,-79.41522,0.0076775432
York Mills Rd,Sandfield Rd,43.750554,-79.374864,0.0076738609
Kipling Ave,Stevenson Rd,43.74495,-79.58288,0.0076705692
Finch Ave E,Middlefield Rd,43.8099,-79.25768,0.0076591671
Broadview Ave,Chester Hill Rd,43.68128,-79.35767,0.0076551168
Danforth Ave,Main St,43.688678457,-79.299528301,0.0076520338
Kennedy Rd,Kenmark Blvd,43.72952,-79.2668,0.0076408787
Markham Rd,Milner Ave,43.78958,-79.23705,0.0076233184
Overlea Blvd,William Morgan Dr,43.70805,-79.34136,0.0076211214
Finch Ave W,Humber College Blvd,43.7341,-79.60992,0.0076023392
Queens Plate Dr,Janda Crt,43.72301,-79.60102,0.0076013514
Yonge St,Wellington St E,43.6478484,-79.377351,0.0075819117
St Clair Ave E,Kennedy Rd,43.71651,-79.26132,0.0075713454
Finch Ave E,Kenneth Ave,43.78048,-79.41231,0.007553504
Jane St,Foxwell St,43.67169,-79.49374,0.0075512406
University Ave,College St,43.6598474,-79.39049,0.0075344245
York Mills Rd,Banbury Rd,43.751477,-79.370436,0.0075287865
Queens Park Cres E,St Joseph St,43.6659353,-79.391879,0.0075225677
Lawrence Ave E,Bayview Ave,43.72786,-79.38356,0.007518797
Pharmacy Ave,Brian Ave,43.7462057,-79.3058115,0.0075034106
Weston Rd,Toryork Dr,43.753277,-79.5426913,0.0074728261
Avenue Rd,Brooke Ave,43.7332,-79.41951,0.0074661689
Kipling Ave,Penlea Ave,43.74102,-79.58096,0.0074626866
Bayview Ave,Post Rd,43.7340769,-79.381419,0.0074571216
Eglinton Ave E,Torrance Rd,43.7396,-79.23525,0.0074507717
St George St,College St,43.6597,-79.39661,0.0074051219
Lawrence Ave E,Mildenhall Rd,43.72845,-79.38654,0.0073875084
Bayview Ave,Garnier Crt,43.79915,-79.39516,0.0073875084
Sherbourne St,Richmond St E,43.6533796,-79.369114,0.0073872473
Queens Quay W,Bay St,43.641096271,-79.377041249,0.0073671966
Eglinton Ave W,Lascelles Blvd,43.70567,-79.40373,0.0073670724
Finch Ave W,Romfield Lane,43.76262,-79.49363,0.0073664825
Finch Ave W,Chesswood Dr,43.7665,-79.47752,0.0073664825
Steeles Ave E,Redlea Ave,43.824129268,-79.30504024,0.0073583517
Sheppard Ave E,Kenneth Ave,43.76292,-79.40475,0.0073565473
Queen St E,Wineva Ave,43.67098,-79.29574,0.0073529412
Wynford Dr,Concorde Pl,43.72736,-79.32777,0.0073484385
St Clair Ave W,Alberta Ave,43.679968903,-79.433846907,0.0073363431
Highway 27 N,Queens Plate Dr,43.72277,-79.59813,0.0073138298
Lawrence Ave E,The Donway W,43.7364907,-79.346527,0.0073133179
Shoreham Dr,Murray Ross Pkwy,43.77189,-79.51372,0.0073126143
Jarvis St,Dundas St E,43.657052,-79.374531,0.007311761
Church St,Richmond St E,43.652441,-79.375448,0.007295174
Lawrence Ave W,Marlee Ave,43.7156,-79.4465,0.0072895958
Queen St E,Lee Ave,43.6705,-79.298,0.0072889725
Midland Ave,Dorcot Ave,43.75796,-79.26743,0.0072886297
Jane St,Pritchard Ave,43.66949,-79.49279,0.0072805139
St Clair Ave E,Herron Ave,43.7109681,-79.28593,0.0072747622
Yonge St,Poyntz Ave,43.75998,-79.41052,0.0072463768
Dovercourt Rd,Hepbourne St,43.65898,-79.42853,0.0072309655
Bathurst St,Wells St,43.67013,-79.41314,0.0072243346
Neilson Rd,Sewells Rd,43.80657,-79.21865,0.0072202166
Lawrence Ave W,Bolingbroke Rd,43.71503,-79.44947,0.0072178478
Bamburgh Crcl,Wintermute Blvd,43.816115,-79.322537,0.007204611
Kipling Ave,Princess Margaret Blvd,43.67012,-79.54773,0.0071942446
Comstock Rd,Lebovic Ave,43.72071,-79.28872,0.0071827614
Dixon Rd,Carlingview Dr,43.68679,-79.59552,0.0071787509
St Clair Ave W,Winona Dr,43.68028,-79.43251,0.0071694105
Pharmacy Ave,Rosscowan Gt,43.785429,-79.321806,0.0071585903
Islington Ave,Bergamot Ave,43.7155,-79.55528,0.0071377587
Bridletowne Crcl,Beverly Glen Blvd,43.799436002,-79.320298071,0.0071315372
Bayview Ave,Ruddington Dr,43.7880388,-79.392735,0.0071059432
Danforth Ave,Pape Ave,43.6789035,-79.344862,0.0071030488
Pape Ave,Cosburn Ave,43.6893922,-79.34881,0.007094779
Victoria Park Ave,Patrick Blvd,43.77775,-79.32415,0.0070921986
Dundas St E,Church St,43.656499,-79.377127,0.0070757324
Eglinton Ave E,Lebovic Ave,43.72704,-79.29148,0.0070754717
Victoria Park Ave,Steeles Ave E,43.81364,-79.34048,0.0070588235
Trethewey Dr,Clearview Hts,43.69326,-79.47849,0.0070512821
Dundas St W,Pacific Ave,43.6654376,-79.468576,0.0070463887
Bloor St W,Huron St,43.66717,-79.40152,0.007034632
Yonge St,Kempford Blvd,43.77701,-79.41482,0.0070316424
Dufferin St,Castlefield Ave,43.7007517,-79.451768,0.0070257611
Pharmacy Ave,Surrey Ave,43.7374184,-79.3022695,0.0070175439
Weston Rd,Wilby Cres,43.69838,-79.5113,0.0069892473
Main St,Danforth Ave,43.6881587,-79.301805,0.0069741282
Jarvis St,Gloucester St,43.667879418,-79.379245227,0.0069699193
Brimley Rd,Deerfield Rd,43.74551,-79.25202,0.0069664345
Wilson Ave,Dufferin St,43.7320807,-79.458897,0.0069595476
Wilson Ave,Ridley Blvd,43.73939,-79.42384,0.0069555912
St Clair Ave W,Wychwood Ave,43.68219,-79.42335,0.0069541029
St Clair Ave W,Christie St,43.6817,-79.42569,0.0069521691
St Clair Ave W,Tweedsmuir Ave,43.68424,-79.41346,0.0069410015
Warden Ave,Bamburgh Crcl,43.814367675,-79.324533194,0.006940428
Mount Pleasant Rd,Sherwood Ave,43.71501,-79.39264,0.0069375619
Lawrence Ave E,Mccowan Rd,43.7555379,-79.245446,0.0069309075
Yonge St,Scrivener Sq,43.68051,-79.39092,0.0069306931
Kingston Rd,Victoria Park Ave,43.6808074,-79.284041,0.0069242797
Parliament St,Carlton St,43.6642686,-79.367958,0.0069023569
Progress Ave,Midland Ave,43.77260454,-79.274524748,0.0068965517
Bloor St W,Green Lanes,43.64422,-79.5256,0.0068892422
Ellesmere Rd,Mondeo Dr,43.7643,-79.28772,0.0068838917
Keele St,Glenlake Ave,43.65832,-79.4615,0.0068699012
Queens Park Cres E,Grosvenor St,43.66168,-79.38989,0.0068493151
Lawrence Ave E,Victoria Park Ave,43.7421116,-79.309773,0.0068372298
Warden Ave,Tower Dr,43.754392,-79.298383,0.0068349106
Eglinton Ave E,Bellamy Rd N,43.740245,-79.232044,0.0068288519
Bayview Ave,Mcrae Dr,43.70096,-79.373324,0.006822058
St Clair Ave W,Keele St,43.67254,-79.46762,0.0068195908
The Queensway,Ellis Ave,43.63777,-79.46645,0.0068166326
Highway 27 N,Albion Rd,43.7443,-79.6076,0.0068130204
Weston Rd,Fenmar Dr,43.757489,-79.5437068,0.0067975831
Lawrence Ave W,Ralph St,43.7011,-79.5121,0.0067739204
Lawrence Ave E,Burnview Cres,43.7566548,-79.240202,0.0067650677
Bloor St W,Resurrection Rd,43.642982449,-79.531013296,0.0067567568
Islington Ave,Bergamot Ave,43.71696,-79.55597,0.0067502411
Eglinton Ave W,Glen Cedar Rd,43.6998248,-79.430961,0.0067423705
Finch Ave E,Bridletowne Crcl,43.796,-79.31933,0.0067372474
Spadina Ave,Sussex Ave,43.66466,-79.40273,0.0067330211
Yonge St,William Carson Cres,43.74728,-79.40744,0.0067249496
Dufferin St,Briar Hill Ave,43.70237,-79.4521,0.0067237164
Yonge St,Fairlawn Ave,43.730913,-79.403788,0.0067235583
Wilson Ave,Belgrave Ave,43.74065,-79.41818,0.0067164179
Jane St,Haney Ave,43.674,-79.49473,0.0067164179
Eglinton Ave E,Warden Ave,43.72787,-79.28761,0.0067164179
Jarvis St,Maitland Pl,43.66524,-79.37788,0.0067100021
Bayview Ave,Finch Ave E,43.7849891,-79.392235,0.0067087609
Brentcliffe Rd,Vanderhoof Ave,43.7129,-79.35908,0.0067069081
Wynford Dr,Gervais Dr,43.72356,-79.33649,0.0066934404
Doris Ave,Byng Ave,43.77694,-79.41317,0.0066889632
Sheppard Ave E,Parkway Forest Dr,43.77588,-79.34371,0.006684492
Weston Rd,Lawrence Ave W,43.70014,-79.51624,0.0066666667
Steeles Ave E,Don Mills Rd,43.8112,-79.36077,0.0066476733
Coxwell Ave,Mortimer Ave,43.6905966,-79.326553,0.0066410346
Danforth Ave,Thyra Ave,43.69081,-79.29025,0.0066178208
Kipling Ave,Mount Olive Dr,43.7481,-79.58438,0.0066127847
Warden Ave,Bamburgh Crcl,43.81165,-79.32339,0.006612411
Birchmount Rd,Bay Mills Blvd,43.783579,-79.299347,0.0065840434
Sherbourne St,Shuter St,43.6561711,-79.370091,0.006574622
Bathurst St,Eglinton Ave W,43.7009757,-79.425534,0.0065717415
Parliament St,Winchester St,43.66588,-79.36861,0.006568779
Ossington Ave,Argyle St,43.64696,-79.41983,0.0065638333
Spadina Ave,Front St W,43.6427079,-79.393895,0.0065555859
Kennedy Rd,Merrian Rd,43.72742,-79.26589,0.0065481759
Front St E,Berkeley St,43.65129,-79.36401,0.0065132436
Don Mills Rd,Esterbrooke Ave,43.7791002,-79.348727,0.006510802
Eglinton Ave W,Ennerdale Rd,43.694985,-79.453476,0.0064953403
Neilson Rd,Tapscott Rd,43.80791,-79.21975,0.0064935065
Yonge St,Empress Ave,43.7692945,-79.412931,0.0064773293
The Donway W,Overland Dr,43.732958864,-79.346925633,0.0064741036
Humber College Blvd,Westmore Dr,43.730854463,-79.59964493,0.006454389
Leslie St,Cummer Ave,43.80132,-79.37071,0.0064405324
Don Mills Rd,The Donway E,43.734398664,-79.34265554,0.0064343164
Lawrence Ave W,The Westway,43.69618,-79.53271,0.006406523
Don Mills Rd,Seneca Hill Dr,43.79027,-79.35417,0.0064039409
King St W,Dunn Ave,43.63775,-79.43321,0.0063996208
Spadina Ave,Harbord St,43.6630646,-79.402104,0.0063977445
Avenue Rd,Roselawn Ave,43.70858,-79.41043,0.0063850688
Lawrence Ave E,The Donway E,43.7376884,-79.340967,0.0063819342
Tapscott Rd,Blackwell Ave,43.805552,-79.220863,0.0063734863
Weston Rd,John St,43.70063,-79.51777,0.0063626723
Mount Pleasant Rd,Broadway Ave,43.711129,-79.391181,0.0063387424
Lawrence Ave E,East Ave,43.78072,-79.13159,0.0063383715
Pharmacy Ave,Huntingwood Dr,43.78168,-79.32015,0.0063338301
Don Mills Rd,Sheppard Ave E,43.77649,-79.34756,0.0062805304
Humber College Blvd,Humberline Dr,43.73216,-79.60922,0.0062741313
Midland Ave,Broadbent Ave,43.73895,-79.25995,0.0062565172
Eglinton Ave E,Cedar Dr,43.74403,-79.21558,0.0062530063
Mccowan Rd,Sandhurst Crcl,43.80514,-79.26531,0.00625
Wilson Ave,Dubray Ave,43.72821,-79.47775,0.0062467465
Dundas St W,Mabelle Ave,43.64678,-79.53052,0.0062460962
Kipling Ave,The Westway,43.68564,-79.55468,0.0062388592
Coxwell Ave,Sammon Ave,43.68882,-79.325838,0.0062353858
Lake Shore Blvd E,Northern Dancer Blvd,43.6634,-79.30969,0.0061983471
Morningside Ave,Ling Rd,43.76661,-79.18563,0.0061919505
Bathurst St,Sheppard Ave W,43.7554527,-79.438452,0.0061895551
Dovercourt Rd,Dewson St,43.65619,-79.42741,0.0061728395
Kennedy Rd,Finch Ave E,43.8013,-79.2966,0.0061612186
Lawrence Ave E,Don Mills Rd,43.7371593,-79.343417,0.0061576355
Eglinton Ave W,Keele St,43.69017,-79.47501,0.0061434495
Yonge St,Briar Hill Ave,43.71356,-79.3998,0.0061400597
Bloor St W,Royal York Rd,43.6473438,-79.511352,0.006121061
Parliament St,Front St E,43.6515514,-79.362731,0.0061050061
Markham Rd,Greencedar Crct,43.75785,-79.22469,0.006097561
St Clair Ave W,Spadina Rd,43.68462,-79.41116,0.0060606061
Finch Ave W,Jane St,43.75727,-79.51776,0.0060483871
Queen St W,Yonge St,43.65226,-79.38012,0.0060303239
Lake Shore Blvd W,Rees St,43.63994,-79.387,0.0060296846
St Clair Ave W,Deer Park Cres,43.6873,-79.398,0.006025348
St Clair Ave E,Ferndale Ave,43.68864,-79.39149,0.0060137457
Eglinton Ave W,Vesta Dr,43.70202,-79.42089,0.0060090135
Murray Ross Pkwy,Columbia Gt,43.766294226,-79.494492813,0.0059920107
Eglinton Ave E,Birchmount Rd,43.72999,-79.27784,0.0059802392
Eglinton Ave W,Old Forest Hill Rd,43.70152,-79.42314,0.0059602649
Leslie St,Esther Shiner Blvd,43.76945,-79.3643,0.0059588299
Dwight Ave,Birmingham St,43.60485,-79.49897,0.005952381
Yonge St,Manor Rd E,43.702508,-79.397458,0.0059301559
York Mills Rd,Lesmill Rd,43.75471,-79.35202,0.0059193489
Sheppard Ave E,Victoria Park Ave,43.77527,-79.32301,0.0058957779
Yonge St,Grosvenor St,43.66301,-79.38376,0.0058808489
Coxwell Ave,Cosburn Ave,43.6941379,-79.328003,0.0058787129
Finch Ave E,Skymark Dr,43.79318,-79.35227,0.0058252427
Sheppard Ave W,Beecroft Rd,43.76109,-79.41317,0.0058191585
Jane St,San Romanoway,43.75949,-79.51822,0.0058165548
Queens Quay W,Lower Spadina Ave,43.63767,-79.39191,0.0058117009
Jarvis St,Adelaide St E,43.6515337,-79.37236,0.0057803468
Carlton St,Ontario St,43.66375,-79.3705,0.005748962
Lawrence Ave W,Allen X N Lawrence Ramp,43.716261808,-79.443415941,0.0057471264
St Clair Ave W,Oakwood Ave,43.67958,-79.43578,0.0057349193
Spadina Ave,Dundas St W,43.6529371,-79.398015,0.0057326622
Sentinel Rd,Murray Ross Pkwy,43.76485,-79.50129,0.0057034221
Lower Jarvis St,The Esplanade,43.64826,-79.3709,0.0056932351
Pharmacy Ave,Collingsbrook Blvd,43.7894859,-79.323551,0.0056737589
Victoria Park Ave,Craigton Dr,43.726712,-79.303485,0.0056719023
Eglinton Ave W,Castle Knock Rd,43.70397,-79.41167,0.0056646526
Bloor St W,Jane St,43.6493312,-79.484452,0.0056351256
Midland Ave,Gilder Dr,43.73606,-79.25876,0.0056296296
Eglinton Ave W,Northcliffe Blvd,43.696242,-79.447688,0.0056109726
Lake Shore Blvd W,Superior Ave,43.6149403,-79.488612,0.005594033
Dufferin St,Gerry Fitzgerald Dr,43.78384,-79.47014,0.0055922725
Bathurst St,Douglas Ave,43.72088,-79.43014,0.0055788006
Avenue Rd,Elgin Ave,43.672136,-79.395624,0.0055710306
Simcoe St,Adelaide St W,43.6486354,-79.386558,0.0055555556
Steeles Ave E,Silver Star Blvd,43.82536,-79.30007,0.0055489497
Yonge St,Rosehill Ave,43.68623,-79.39331,0.0055423595
Bremner Blvd,Van De Water Cres,43.640358,-79.388837,0.0055218112
Coxwell Ave,Glebeholme Blvd,43.68582,-79.32462,0.0055193176
Lawrence Ave W,Duval Dr,43.70977,-79.47455,0.0055082624
Birchmount Rd,Fundy Bay Blvd,43.81078,-79.3121,0.0054024851
Sheppard Ave E,Barberry Pl,43.76747,-79.385,0.005389867
Wilson Ave,Jane St,43.72091,-79.50861,0.0053753808
Adelaide St W,Duncan St,43.64822,-79.38866,0.0053440214
Steeles Ave W,Hazelton Pl,43.79703,-79.42484,0.0053059781
Kennedy Rd,Mcnicoll Ave,43.81214,-79.30193,0.00526118
Yonge St,Cummer Ave,43.78439,-79.41666,0.0052531041
Church St,Charles St E,43.6694267,-79.382476,0.0052478134
Beecroft Rd,Elmhurst Ave,43.7626531,-79.4137887,0.0052264808
Mount Pleasant Rd,Charles St E,43.6699892,-79.3799226,0.0052246604
